Symbol,Weight
NVDA,0.12122140727883336
META,0.11518896455502017
GOOGL,0.10860895894983745
MSFT,0.09761987596167349
AAPL,0.12707527507421643
AMZN,0.06415616819101114
TSLA,0.06795193794812866
JPM,0.04618306041799332
V,0.06059708891818405
UNH,0.06409043075498108
WMT,0.022838689278099362
JNJ,0.023939406784840772
PG,0.01845967730882673
DIS,0.034976987680361754
HD,0.02709207089799221
