Symbol,Weight
NVDA,0.11547343098721914
META,0.11383172156096541
GOOGL,0.1204943374909675
MSFT,0.10942040075361681
AAPL,0.10748302334486709
AMZN,0.07018695036830887
TSLA,0.05622405124733272
JPM,0.05878662827965085
V,0.06525268170464989
UNH,0.04476695407960175
WMT,0.03454718901534942
JNJ,0.0187761195136626
PG,0.028272936020691683
DIS,0.02811226905546837
HD,0.028371306577647932
