Symbol,Weight
NVDA,0.11835126460047213
META,0.09313135343689177
GOOGL,0.11103774584608578
MSFT,0.12735560770702056
AAPL,0.11372218306094492
AMZN,0.05853951913769313
TSLA,0.061256410206931955
JPM,0.06799244601982002
V,0.0695241754415329
UNH,0.04808374172590382
WMT,0.019290564620985228
JNJ,0.02069994489952523
PG,0.025574898245573185
DIS,0.0349266002651721
HD,0.03051354478544734
