Symbol,Weight
NVDA,0.13269119683597352
META,0.11160129821351666
GOOGL,0.12325784588554645
MSFT,0.1019631033689705
AAPL,0.09449428638232271
AMZN,0.05596182080442323
TSLA,0.04928426110345761
JPM,0.05663274873843316
V,0.05538844926772904
UNH,0.06620044873634894
WMT,0.031667886361190806
JNJ,0.03684423287874909
PG,0.02462286892599538
DIS,0.0294096736480282
HD,0.029979878849314662
