Symbol,Weight
NVDA,0.10284031332689457
META,0.11618324916650499
GOOGL,0.11488065730584485
MSFT,0.10404720566824573
AAPL,0.12460600076404113
AMZN,0.05115616491887043
TSLA,0.06127872861770669
JPM,0.07042501710370894
V,0.05969126076347427
UNH,0.06032894129236969
WMT,0.022287208667688834
JNJ,0.036141147981797225
PG,0.02698432770761544
DIS,0.020634376278280096
HD,0.028515400436957123
