Symbol,Weight
NVDA,0.12344810142995657
META,0.10115195375557935
GOOGL,0.09856727866037113
MSFT,0.11032721227625181
AAPL,0.13042685172476312
AMZN,0.06470641178981708
TSLA,0.045966211492703926
JPM,0.04726495996970401
V,0.0656832217075843
UNH,0.06892318439616194
WMT,0.02438434998101905
JNJ,0.028947504798960758
PG,0.03024920932138091
DIS,0.02620698410579025
HD,0.03374656458995581
