Symbol,Weight
NVDA,0.11299903667654496
META,0.12520537535584722
GOOGL,0.09788521430917485
MSFT,0.12315106617012055
AAPL,0.11507268102866218
AMZN,0.059284106973924104
TSLA,0.06248897790073486
JPM,0.06755676676933445
V,0.06355827104989854
UNH,0.06168386967213074
WMT,0.02041644383782523
JNJ,0.017174227947250154
PG,0.0324867158801103
DIS,0.023353519070583924
HD,0.017683727357858017
