Symbol,Weight
NVDA,0.11109418191552688
META,0.12968206480591005
GOOGL,0.11509422860716673
MSFT,0.10181651572984043
AAPL,0.12146055861437145
AMZN,0.04992418534217325
TSLA,0.06464045785444375
JPM,0.05701273297298371
V,0.057368318717024136
UNH,0.06755142372168872
WMT,0.02888007625975924
JNJ,0.02457342817926582
PG,0.015238584090400404
DIS,0.02491397247772186
HD,0.030749270711723578
