Date,Time,Symbol,Shares,Price,Signal
2025-09-24,20:51,XLV,17,140,0.6783856006932447
2025-09-24,20:51,QQQ,6,380,0.5866055968756678
2025-09-24,20:51,SPY,5,450,0.5763534348345382
2025-09-24,20:51,IWM,13,190,0.5556070767921284
